,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
1734,1729,80976,KiK Berlin Marzahn,"Prötzeler Ring 4, 12679 Berlin, Germany",Clothing store,52.5455573,13.5748412,3.9,90,,,3.81,16,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.569177802807648 52.548991110231015),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1735,1730,80992,TAKKO FASHION Berlin,"Allee der Kosmonauten 194, 12685 Berlin, Germany",Clothing store,52.5411506,13.564505,4.1,56,,,4.06,33,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.558840180866756 52.54458345989421),84,Marzahn-Süd,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
1736,1731,81025,KiK Berlin,"An d. Schule 66, 12623 Berlin, Germany",Clothing store,52.5065204,13.6143016,4.4,53,,,4.22,23,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.608650812013797 52.50995205847238),136,Mahlsdorf,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1737,1732,81048,KiK Eiche (Ahrensfelde),"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Clothing store,52.548487,13.6010414,4.2,276,,,4.16,50,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.59538266939555 52.55192236624988),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1738,1733,81098,KiK Berlin Kaulsdorf,"Alt-Kaulsdorf 58 - 70, 12621 Berlin, Germany",Clothing store,52.503878,13.590428,4.0,79,,,4.09,22,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.584772959096348 52.50730824456423),10,Kaulsdorf,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1739,1734,81120,Zeeman Berlin Fritz Lang Platz,"Fritz-Lang-Platz 1, 12627 Berlin, Germany",Clothing store,52.5373981,13.6030893,4.2,135,,,4.29,45,"('Clothing store',)",POINT (13.5974323895913 52.540832417114714),133,Hellersdorf-Nord,Marzahn - Hellersdorf,['General clothing store']
1740,1735,81165,KiK Berlin Hellersdorf,"Cottbusser Str. 83, 12627 Berlin, Germany",Clothing store,52.5370608,13.6017368,4.0,211,,,4.08,25,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.596079672615451 52.54049501758198),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1741,1736,81190,TAKKO FASHION Berlin,"Stendaler Str. 24, 12627 Berlin, Germany",Clothing store,52.5379788,13.6055247,4.3,96,,,4.42,33,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.599868183735513 52.54141329357547),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
1742,1737,81223,Kleiderbox&Co Second Hand,"Cecilienpl. 2, 12619 Berlin, Germany",Used clothing store,52.5220132,13.5908163,4.2,23,,,4.0,18,"('Used clothing store', 'Thrift store', 'Used furniture store', 'Waste management service')",POINT (13.585159004941913 52.525445339065485),134,Hellersdorf-Süd,Marzahn - Hellersdorf,"['Second hand clothing store', 'Vintage clothing store']"
1743,1738,81241,KiK Berlin Hellersdorf,"Neue Grottkauer Str. 3 - 5, 12619 Berlin, Germany",Clothing store,52.5293579,13.5929203,3.9,92,,,3.91,33,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.587262465940041 52.53279089936949),134,Hellersdorf-Süd,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1744,1739,81274,Jeans World,"Teterower Ring 63, 12619 Berlin, Germany",Clothing store,52.5214083,13.5868298,4.3,8,,,4.0,3,"('Clothing store',)",POINT (13.581171815690228 52.524840185914066),134,Hellersdorf-Süd,Marzahn - Hellersdorf,['General clothing store']
1745,1740,81277,Ernsting's family,"Hellersdorfer Str. 79-81, 12619 Berlin, Germany",Clothing store,52.5224652,13.5870461,4.5,40,,,4.67,12,"('Clothing store',)",POINT (13.581388021492687 52.52589720557745),134,Hellersdorf-Süd,Marzahn - Hellersdorf,['General clothing store']
1746,1741,81289,Homepage-Outlet,"Leunaer Str. 7, 12681 Berlin, Germany",Clothing store,52.5583179,13.5521509,5.0,1,,,5.0,1,"('Clothing store',)",POINT (13.546481491390397 52.56175194370213),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1747,1742,81290,CNB Socken und Strümpfe GmbH,"Wolfener Str. 36, 12681 Berlin, Germany",Clothing store,52.561596,13.552622,3.2,5,,,3.5,4,"('Clothing store',)",POINT (13.546952259398184 52.5650304052235),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1748,1743,81294,Brand Arbeitsschutzservice Müller GmbH,"Wolfener Str. 34, 12681 Berlin, Germany",Clothing store,52.5598954,13.5528142,4.0,1,,,4.0,2,"('Clothing store',)",POINT (13.54714471567987 52.563329638583596),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1749,1744,81296,Modehaus Alt-Marzahn 64 GmbH,"Alt-Marzahn 64A, 12685 Berlin, Germany",Clothing store,52.5423986,13.5625252,4.6,19,,,4.54,13,"('Clothing store',)",POINT (13.556859839195921 52.54583149420141),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1750,1745,81309,Zeeman,"Ludwig-Renn-Straße 72, 12687 Berlin, Germany",Clothing store,52.5552262,13.5598889,4.1,82,,,4.4,35,"('Clothing store',)",POINT (13.554221379396317 52.558660294518596),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1751,1746,81344,KiK,"Wittenberger Str. 76-80, 12689 Berlin, Germany",Clothing store,52.5655122,13.5713721,4.0,46,,,4.0,13,"('Clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.565705464456043 52.568947907879206),129,Marzahn-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1752,1747,81357,JoJuSa Onlineshop,"Golliner Str. 7, 12689 Berlin, Germany",Baby clothing store,52.5674162,13.579098,5.0,3,,,5.0,3,"('Baby clothing store', ""Children's clothing store"", 'Handicraft', 'Sewing shop')",POINT (13.573432606792522 52.5708524745185),129,Marzahn-Nord,Marzahn - Hellersdorf,"['Baby clothing store', ""Children's clothing store"", 'Emboidery & Clothing alternation store']"
1753,1748,81360,Mode-Eck,"Grünstraße 22, 12555 Berlin, Germany",Clothing store,52.4449215,13.5750982,5.0,4,,,5.0,3,"('Clothing store',)",POINT (13.569447768861107 52.44834491292996),68,Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,['General clothing store']
1754,1749,81363,exfay.de,"Ulmenstraße 107, 12621 Berlin, Germany",Sportswear store,52.4838397,13.5840266,4.3,4,,,4.25,4,"('Sportswear store', 'Sporting goods store', ""Women's clothing store"")",POINT (13.578372898944803 52.48726756573828),10,Kaulsdorf,Marzahn - Hellersdorf,"['Sportswear store', ""Women's clothing store""]"
1755,1750,81367,Bölschelino,"Bölschestraße 106, 12587 Berlin, Germany",Children's clothing store,52.4515844,13.6244714,4.8,19,,,4.86,7,"(""Children's clothing store"", 'Baby clothing store')",POINT (13.618829600945665 52.45501085954484),81,Friedrichshagen,Treptow - Köpenick,"['Baby clothing store', ""Children's clothing store""]"
1756,1751,81374,Boutique Vier Jahreszeiten,"Bölschestraße 91A, 12587 Berlin, Germany",Clothing store,52.4535864,13.6248113,4.0,1,,,4.0,1,"('Clothing store',)",POINT (13.61916931037934 52.45701308293557),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1757,1752,81375,Claudia K Boutique,"Bölschestraße 98, 12587 Berlin, Germany",Clothing store,52.4527155,13.6246695,4.3,7,,,4.33,6,"('Clothing store',)",POINT (13.619027594446264 52.45614208604652),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1758,1753,81381,Boutique casamia,"Bölschestraße 64, 12587 Berlin, Germany",Women's clothing store,52.4554183,13.625648,4.3,11,,,4.27,11,"(""Women's clothing store"",)",POINT (13.62000593700169 52.458845212423086),81,Friedrichshagen,Treptow - Köpenick,"[""Women's clothing store""]"
1759,1754,81392,No. 1 Mode,"Bölschestraße 59, 12587 Berlin, Germany",Clothing store,52.4545049,13.6255532,3.3,3,,,3.33,3,"('Clothing store',)",POINT (13.619911235540252 52.45793171337818),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1760,1755,81395,KiK Berlin Friedrichshagen,"Bölschestraße 113, 12587 Berlin, Germany",Clothing store,52.4508199,13.623906,4.0,32,,,4.0,20,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.618264190011667 52.45424625345856),81,Friedrichshagen,Treptow - Köpenick,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1761,1756,81415,Herrenmode Enke,"Bölschestraße 27-28, 12587 Berlin, Germany",Men's clothing store,52.4502168,13.6249501,4.0,8,,,4.0,8,"(""Men's clothing store"", 'Stores and shopping')",POINT (13.619308567703726 52.45364314085446),81,Friedrichshagen,Treptow - Köpenick,"[""Men's clothing store"", 'General clothing store']"
1762,1757,81423,Zeitgeist Store Köpenick,"Bölschestraße 98, 12587 Berlin, Germany",Clothing store,52.45278,13.62455,4.5,11,,,4.67,9,"('Clothing store',)",POINT (13.618908063239902 52.45620658702049),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1763,1758,81432,Marcel Glorius Herrenmoden,"Bölschestraße 132, 12587 Berlin, Germany",Men's clothing store,52.44779,13.6240144,4.8,42,,,4.83,24,"(""Men's clothing store"", 'Clothing store')",POINT (13.618372998030624 52.45121604508007),81,Friedrichshagen,Treptow - Köpenick,"[""Men's clothing store"", 'General clothing store']"
1764,1759,81456,Mode-Keller,"Müggelseedamm 138, 12587 Berlin, Germany",Women's clothing store,52.4459838,13.6202984,3.3,4,,,2.67,3,"(""Women's clothing store"",)",POINT (13.61465651489246 52.449409480892655),81,Friedrichshagen,Treptow - Köpenick,"[""Women's clothing store""]"
1765,1760,81459,Mode-Atelier Ilona Zapf,"Bölschestraße 5, 12587 Berlin, Germany",Clothing store,52.4473946,13.6246014,5.0,5,,,5.0,3,"('Clothing store',)",POINT (13.61896016133408 52.450820632162994),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1766,1761,81462,RS Mode,"Bölschestraße 136, 12587 Berlin, Germany",Women's clothing store,52.4473071,13.6240099,4.3,3,,,5.0,2,"(""Women's clothing store"",)",POINT (13.618368558869385 52.450733094892136),81,Friedrichshagen,Treptow - Köpenick,"[""Women's clothing store""]"
1767,1762,81464,Ernsting's family,"Aßmannstraße 44, 12587 Berlin, Germany",Clothing Shop,52.4504392,13.623878,4.7,6,,,4.67,6,"('Clothing store',)",POINT (13.618236233285241 52.453865512726225),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1768,1763,81470,Wäschehaus No. 45,"Bölschestraße 91a, 12587 Berlin, Germany",Lingerie shop,52.4536046,13.6248079,5.0,13,,,5.0,7,"('Lingerie store',)",POINT (13.619165907399701 52.457031284656786),81,Friedrichshagen,Treptow - Köpenick,['Underwear store']
1769,1764,81477,Jutta Knobloch Indeed-shop,"Bölschestraße 68, 12587 Berlin, Germany",Clothing Shop,52.4560649,13.6256341,5.0,2,,,5.0,1,"('Clothing store',)",POINT (13.61999195167487 52.459491878672715),81,Friedrichshagen,Treptow - Köpenick,['General clothing store']
1770,1765,81478,UM Ulrich Moden,"Bölschestraße 85, 12587 Berlin, Germany",Ladies' Clothes Shop,52.4546978,13.6248362,4.1,9,,,3.67,3,"(""Women's clothing store"",)",POINT (13.619194073101937 52.458124599135566),81,Friedrichshagen,Treptow - Köpenick,"[""Women's clothing store""]"
1771,1766,81481,Kurzel,"Bahnhofstraße 75, 15732 Eichwalde, Germany",Clothing Shop,52.3742507,13.6204689,5.0,2,,,5.0,2,"('Clothing Shop', ""Men's Clothes Shop"")",POINT (13.614836194402027 52.37766896490611),3,Schmöckwitz/Karolinenhof/Rauchfangswerder,Treptow - Köpenick,"[""Men's clothing store"", 'General clothing store']"
1773,1768,81498,Tchibo Filiale,"Bölschestraße 58, 12587 Berlin, Germany",Coffee store,52.4543446,13.6254728,4.3,20,€€,2.0,4.33,12,"('Clothing Shop', ""Children's Clothes Shop"", 'Coffee store', 'Homewares Shop')",POINT (13.619830840580203 52.457771392954186),81,Friedrichshagen,Treptow - Köpenick,"[""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1774,1769,81510,NEW YORKER,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Clothing Shop,52.5495089,13.5979421,4.3,110,,,4.13,38,"('Clothing Shop',)",POINT (13.592282641216736 52.552944223782816),133,Hellersdorf-Nord,Marzahn - Hellersdorf,['General clothing store']
1775,1770,81548,Jeans Fritz,"Kaufpark Eiche, Landsberger Ch 17, 16356 Ahrensfelde, Germany",Clothing Shop,52.5490724,13.6002568,4.5,115,,,4.68,34,"('Clothing Shop', ""Men's Clothes Shop"", ""Ladies' Clothes Shop"")",POINT (13.594597843026996 52.55250778929366),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
1776,1771,81582,Änderungsschneiderei,"Hohensaatener Str. 18, 12679 Berlin, Germany",Clothing Shop,52.5497958,13.5774681,5.0,1,,,5.0,1,"('Clothing Shop',)",POINT (13.57180466277105 52.553230174260804),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1777,1772,81583,Boutique Herzig,"Bölschestraße 131, 12587 Berlin, Germany",Boutique,52.4479006,13.6241235,5.0,6,,,5.0,2,"('Boutique',)",POINT (13.618482104859885 52.451326661729965),81,Friedrichshagen,Treptow - Köpenick,['Formal wear store']
1778,1773,81585,Mode & Dessous,"Bölschestraße 23, 12587 Berlin, Germany",Lingerie store,52.4496309,13.6247837,5.0,5,,,5.0,2,"('Lingerie store',)",POINT (13.619142210603899 52.45305717228455),81,Friedrichshagen,Treptow - Köpenick,['Underwear store']
1779,1774,81587,Erotikversand Store,"Trusetaler Str. 3, 12687 Berlin, Germany",Adult entertainment store,52.55693,13.56724,4.6,10,,,4.56,9,"('Adult entertainment store', 'Lingerie store')",POINT (13.561573674927944 52.56036462260253),132,Marzahn-Mitte,Marzahn - Hellersdorf,['Underwear store']
1780,1775,81596,CAMP DAVID & SOCCX flagship store,"Neuer Hönower Weg 7, 15366 Hoppegarten, Germany",Clothing store,52.5092148,13.6496682,4.5,844,,,4.2,40,"('Clothing store',)",POINT (13.644023871383625 52.51264842523529),136,Mahlsdorf,Marzahn - Hellersdorf,['General clothing store']
1781,1776,81636,engbers,"Landsberger Chaussee 17 Kaufpark, 16356 Ahrensfelde, Germany",Men's clothing store,52.549347,13.599738,4.5,47,,,4.46,41,"(""Men's clothing store"", 'Clothing store', 'E-commerce service')",POINT (13.594078907813806 52.55278239289522),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", 'General clothing store']"
1782,1777,81677,COLLOSEUM Store Eiche,"Landsberger Chausee 17 Kaufpark, 16356, Germany",Women's clothing store,52.5497185,13.5988524,4.3,19,,,4.36,14,"(""Women's clothing store"",)",POINT (13.593193089511228 52.553153888983026),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Women's clothing store""]"
1783,1778,81691,KiK Hönow,"Mahlsdorfer Str. 59 - 63, 15366 Hoppegarten, Germany",Clothing store,52.5362906,13.6320051,4.1,74,,,4.0,30,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.626353898429032 52.53972618384124),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1784,1779,81721,Der Brautausstatter Diva,"Hönower Str. 21, 12623 Berlin, Germany",Bridal shop,52.5067374,13.6124373,4.3,30,,,3.94,17,"('Bridal shop',)",POINT (13.606786125544861 52.510168991888776),136,Mahlsdorf,Marzahn - Hellersdorf,['Bridal store']
1785,1780,81738,Camp David,"Handwerkerstraße 17, 15366 Hoppegarten, Germany",Clothing store,52.5092275,13.6496662,4.5,27,,,4.44,25,"('Clothing store',)",POINT (13.644021869371487 52.512661126454084),136,Mahlsdorf,Marzahn - Hellersdorf,['General clothing store']
1786,1781,81763,Görtz Outlet,"Alt-Mahlsdorf 44, 12623 Berlin, Germany",Shoe store,52.5049548,13.6184771,4.1,317,,,3.75,44,"('Shoe store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.612827316044795 52.50838649588232),136,Mahlsdorf,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Footwear store']"
1787,1782,81807,POLO Motorrad Store Berlin Mahlsdorf,"Alt-Mahlsdorf 26, 12623 Berlin, Germany",Motorcycle parts store,52.5051996,13.6123233,4.5,344,,,4.49,45,"('Motorcycle parts store', 'Sportswear store')",POINT (13.606672300865831 52.50863102734633),136,Mahlsdorf,Marzahn - Hellersdorf,['Sportswear store']
